,birthday,annualpay,gender,education_type,wanted_annualpay,sort,annualpay
19594,28.0,300.0,1.0,3.0,300.0,2.0,250.0
19595,23.0,300.0,1.0,6.0,400.0,2.0,200.0
19596,22.0,200.0,0.0,6.0,300.0,2.0,200.0
19597,43.0,200.0,0.0,2.0,300.0,2.0,300.0
19598,31.0,200.0,1.0,4.0,350.0,2.0,300.0
19599,43.0,300.0,1.0,6.0,450.0,2.0,400.0
19600,43.0,400.0,1.0,6.0,550.0,2.0,500.0
19601,41.0,250.0,1.0,2.0,250.0,2.0,200.0
19602,57.0,800.0,0.0,4.0,850.0,2.0,850.0
19603,34.0,250.0,0.0,2.0,400.0,2.0,400.0
19604,30.0,300.0,0.0,2.0,350.0,2.0,300.0
19605,54.0,350.0,0.0,5.0,550.0,2.0,500.0
19606,38.0,200.0,0.0,4.0,250.0,2.0,200.0
19607,38.0,350.0,1.0,3.0,300.0,2.0,200.0
19608,43.0,700.0,0.0,6.0,800.0,2.0,800.0
19609,32.0,550.0,1.0,6.0,450.0,2.0,400.0
19610,20.0,200.0,1.0,4.0,300.0,2.0,200.0
19611,30.0,200.0,0.0,6.0,650.0,2.0,200.0
19612,41.0,350.0,1.0,6.0,300.0,2.0,200.0
19613,35.0,400.0,0.0,2.0,550.0,2.0,550.0
19614,26.0,200.0,1.0,4.0,250.0,2.0,200.0
19615,53.0,500.0,0.0,4.0,400.0,2.0,400.0
19616,43.0,950.0,1.0,6.0,700.0,2.0,700.0
19617,38.0,500.0,1.0,3.0,550.0,2.0,450.0
19618,42.0,800.0,0.0,6.0,650.0,2.0,600.0
19619,38.0,350.0,0.0,6.0,400.0,2.0,350.0
19620,31.0,200.0,1.0,4.0,400.0,2.0,400.0
19621,33.0,450.0,1.0,7.0,450.0,2.0,300.0
19622,26.0,300.0,1.0,6.0,350.0,2.0,300.0
19623,29.0,200.0,1.0,6.0,350.0,2.0,300.0
19624,32.0,500.0,1.0,6.0,450.0,2.0,400.0
19625,22.0,200.0,1.0,6.0,650.0,2.0,200.0
19626,42.0,200.0,1.0,3.0,250.0,2.0,200.0
19627,27.0,200.0,1.0,6.0,350.0,2.0,300.0
19628,25.0,350.0,1.0,6.0,400.0,2.0,350.0
19629,34.0,300.0,0.0,1.0,350.0,2.0,300.0
19630,47.0,400.0,0.0,2.0,350.0,2.0,300.0
19631,28.0,300.0,1.0,6.0,450.0,2.0,400.0
19632,45.0,250.0,0.0,2.0,300.0,2.0,250.0
19633,40.0,900.0,0.0,6.0,550.0,2.0,550.0
19634,31.0,400.0,0.0,6.0,550.0,2.0,550.0
19635,23.0,250.0,0.0,6.0,300.0,2.0,200.0
19636,27.0,200.0,1.0,6.0,350.0,2.0,300.0
19637,55.0,250.0,1.0,2.0,300.0,2.0,300.0
19638,49.0,200.0,1.0,1.0,200.0,2.0,200.0
19639,28.0,300.0,0.0,2.0,350.0,2.0,300.0
19640,23.0,250.0,1.0,6.0,350.0,2.0,250.0
19641,47.0,500.0,0.0,7.0,500.0,2.0,400.0
19642,30.0,250.0,0.0,4.0,250.0,2.0,200.0
19643,24.0,300.0,0.0,6.0,350.0,2.0,300.0
19644,43.0,200.0,1.0,2.0,250.0,2.0,200.0
19645,43.0,550.0,0.0,6.0,500.0,2.0,500.0
19646,42.0,450.0,0.0,4.0,500.0,2.0,450.0
19647,35.0,200.0,1.0,3.0,350.0,2.0,300.0
19648,47.0,700.0,0.0,2.0,550.0,2.0,500.0
19649,40.0,450.0,0.0,4.0,550.0,2.0,550.0
19650,52.0,350.0,1.0,2.0,350.0,2.0,300.0
19651,39.0,550.0,0.0,6.0,450.0,2.0,400.0
19652,49.0,500.0,0.0,6.0,750.0,2.0,700.0
19653,45.0,750.0,0.0,7.0,550.0,2.0,750.0
19654,34.0,400.0,0.0,6.0,400.0,2.0,350.0
19655,51.0,700.0,1.0,4.0,700.0,2.0,200.0
19656,50.0,450.0,0.0,2.0,450.0,2.0,400.0
19657,36.0,550.0,0.0,4.0,550.0,2.0,550.0
19658,37.0,450.0,1.0,3.0,450.0,2.0,400.0
19659,45.0,650.0,0.0,4.0,600.0,2.0,600.0
19660,27.0,250.0,1.0,6.0,400.0,2.0,350.0
19661,33.0,250.0,0.0,7.0,250.0,2.0,200.0
19662,42.0,400.0,1.0,3.0,250.0,2.0,200.0
19663,42.0,800.0,0.0,6.0,750.0,2.0,700.0
19664,23.0,200.0,1.0,4.0,300.0,2.0,200.0
19665,27.0,350.0,0.0,4.0,350.0,2.0,300.0
19666,32.0,400.0,0.0,6.0,450.0,2.0,400.0
19667,35.0,300.0,0.0,2.0,350.0,2.0,300.0
19668,31.0,400.0,0.0,6.0,450.0,2.0,400.0
19669,40.0,450.0,0.0,6.0,450.0,2.0,400.0
19670,44.0,650.0,0.0,6.0,550.0,2.0,500.0
19671,41.0,450.0,0.0,6.0,400.0,2.0,400.0
19672,28.0,400.0,0.0,3.0,400.0,2.0,300.0
19673,24.0,350.0,0.0,5.0,350.0,2.0,350.0
19674,29.0,250.0,1.0,2.0,350.0,2.0,300.0
19675,57.0,200.0,1.0,6.0,300.0,2.0,300.0
19676,42.0,200.0,0.0,6.0,400.0,2.0,400.0
19677,41.0,650.0,0.0,2.0,600.0,2.0,600.0
19678,40.0,250.0,0.0,4.0,250.0,2.0,200.0
19679,40.0,550.0,0.0,6.0,550.0,2.0,550.0
19680,39.0,400.0,1.0,2.0,450.0,2.0,400.0
19681,33.0,350.0,1.0,6.0,350.0,2.0,300.0
19682,40.0,200.0,1.0,6.0,350.0,2.0,300.0
19683,40.0,300.0,1.0,4.0,200.0,2.0,200.0
19684,47.0,200.0,1.0,3.0,350.0,2.0,300.0
19685,40.0,200.0,1.0,7.0,200.0,2.0,200.0
19686,50.0,700.0,0.0,6.0,600.0,2.0,500.0
19687,44.0,500.0,0.0,2.0,500.0,2.0,500.0
19688,42.0,300.0,1.0,2.0,300.0,2.0,200.0
19689,23.0,250.0,0.0,6.0,250.0,2.0,200.0
19690,49.0,500.0,0.0,6.0,550.0,2.0,500.0
19691,27.0,450.0,1.0,6.0,450.0,2.0,400.0
19692,33.0,450.0,0.0,2.0,500.0,2.0,450.0
19693,29.0,200.0,1.0,3.0,300.0,2.0,200.0
19694,40.0,200.0,0.0,6.0,300.0,2.0,300.0
19695,34.0,300.0,0.0,2.0,350.0,2.0,300.0
19696,26.0,350.0,1.0,6.0,350.0,2.0,300.0
19697,46.0,600.0,0.0,6.0,600.0,2.0,500.0
19698,36.0,300.0,1.0,6.0,350.0,2.0,300.0
19699,48.0,200.0,1.0,4.0,200.0,2.0,200.0
19700,49.0,200.0,1.0,6.0,250.0,2.0,200.0
19701,31.0,350.0,0.0,2.0,400.0,2.0,350.0
19702,43.0,600.0,0.0,2.0,650.0,2.0,600.0
19703,25.0,200.0,1.0,4.0,250.0,2.0,200.0
19704,38.0,500.0,1.0,3.0,500.0,2.0,450.0
19705,28.0,200.0,0.0,6.0,250.0,2.0,200.0
19706,49.0,450.0,0.0,1.0,500.0,2.0,450.0
19707,40.0,350.0,0.0,4.0,500.0,2.0,450.0
19708,45.0,350.0,0.0,6.0,400.0,2.0,400.0
19709,34.0,350.0,0.0,6.0,350.0,2.0,300.0
19710,46.0,450.0,0.0,4.0,400.0,2.0,400.0
19711,37.0,600.0,0.0,6.0,500.0,2.0,500.0
19712,33.0,450.0,1.0,6.0,450.0,2.0,400.0
19713,50.0,300.0,1.0,4.0,300.0,2.0,200.0
19714,31.0,250.0,0.0,2.0,350.0,2.0,300.0
19715,36.0,300.0,0.0,4.0,350.0,2.0,300.0
19716,50.0,550.0,0.0,6.0,550.0,2.0,500.0
19717,30.0,450.0,0.0,7.0,450.0,2.0,450.0
19718,35.0,500.0,0.0,6.0,350.0,2.0,300.0
19719,38.0,650.0,0.0,6.0,450.0,2.0,400.0
19720,44.0,850.0,0.0,4.0,850.0,2.0,800.0
19721,31.0,300.0,1.0,2.0,350.0,2.0,300.0
19722,48.0,900.0,0.0,6.0,850.0,2.0,800.0
19723,27.0,450.0,0.0,6.0,450.0,2.0,400.0
19724,19.0,250.0,0.0,2.0,350.0,2.0,250.0
19725,28.0,500.0,0.0,2.0,500.0,2.0,400.0
19726,28.0,200.0,1.0,4.0,300.0,2.0,250.0
19727,42.0,600.0,0.0,6.0,550.0,2.0,500.0
19728,40.0,450.0,0.0,6.0,450.0,2.0,400.0
19729,28.0,350.0,0.0,4.0,300.0,2.0,250.0
19730,33.0,450.0,0.0,6.0,500.0,2.0,450.0
19731,36.0,450.0,0.0,6.0,500.0,2.0,450.0
19732,38.0,350.0,0.0,4.0,400.0,2.0,400.0
19733,43.0,350.0,1.0,3.0,400.0,2.0,300.0
19734,37.0,200.0,1.0,2.0,200.0,2.0,200.0
19735,40.0,350.0,0.0,2.0,350.0,2.0,300.0
19736,48.0,600.0,0.0,3.0,650.0,2.0,600.0
19737,44.0,400.0,1.0,4.0,400.0,2.0,350.0
19738,45.0,300.0,1.0,6.0,350.0,2.0,300.0
19739,41.0,450.0,0.0,4.0,450.0,2.0,400.0
19740,27.0,250.0,0.0,7.0,250.0,2.0,200.0
19741,26.0,250.0,0.0,6.0,300.0,2.0,200.0
19742,53.0,500.0,0.0,6.0,600.0,2.0,500.0
19743,49.0,300.0,0.0,6.0,400.0,2.0,400.0
19744,25.0,350.0,1.0,6.0,350.0,2.0,300.0
19745,51.0,550.0,0.0,2.0,350.0,2.0,350.0
19746,50.0,500.0,0.0,4.0,500.0,2.0,500.0
19747,35.0,500.0,0.0,4.0,400.0,2.0,400.0
19748,36.0,350.0,0.0,6.0,450.0,2.0,400.0
19749,45.0,700.0,0.0,7.0,750.0,2.0,800.0
19750,29.0,350.0,0.0,6.0,400.0,2.0,350.0
19751,44.0,250.0,1.0,7.0,300.0,2.0,250.0
19752,35.0,200.0,1.0,3.0,400.0,2.0,400.0
19753,24.0,350.0,0.0,6.0,350.0,2.0,300.0
19754,52.0,400.0,0.0,2.0,500.0,2.0,400.0
19755,33.0,350.0,0.0,6.0,350.0,2.0,300.0
19756,45.0,650.0,0.0,6.0,200.0,2.0,200.0
19757,65.0,300.0,0.0,6.0,350.0,2.0,500.0
19758,49.0,1500.0,0.0,2.0,1200.0,2.0,800.0
19759,28.0,200.0,1.0,2.0,300.0,2.0,200.0
19760,49.0,350.0,1.0,6.0,350.0,2.0,300.0
19761,23.0,350.0,1.0,2.0,300.0,2.0,200.0
19762,38.0,400.0,0.0,3.0,400.0,2.0,400.0
19763,41.0,250.0,0.0,6.0,350.0,2.0,300.0
19764,32.0,300.0,1.0,3.0,350.0,2.0,300.0
19765,40.0,800.0,0.0,7.0,700.0,2.0,800.0
19766,45.0,300.0,0.0,6.0,500.0,2.0,500.0
19767,44.0,800.0,0.0,2.0,750.0,2.0,800.0
19768,21.0,200.0,1.0,6.0,250.0,2.0,200.0
19769,50.0,700.0,1.0,3.0,550.0,2.0,450.0
19770,47.0,300.0,0.0,1.0,350.0,2.0,300.0
19771,35.0,450.0,1.0,2.0,500.0,2.0,450.0
19772,37.0,300.0,1.0,6.0,350.0,2.0,300.0
19773,41.0,450.0,1.0,6.0,500.0,2.0,450.0
19774,28.0,250.0,0.0,7.0,400.0,2.0,350.0
19775,52.0,200.0,0.0,6.0,450.0,2.0,400.0
19776,25.0,250.0,0.0,6.0,350.0,2.0,300.0
19777,30.0,250.0,0.0,2.0,400.0,2.0,350.0
19778,34.0,450.0,1.0,4.0,450.0,2.0,400.0
19779,26.0,200.0,1.0,6.0,350.0,2.0,300.0
19780,36.0,400.0,1.0,6.0,400.0,2.0,400.0
19781,48.0,200.0,1.0,4.0,200.0,2.0,200.0
19782,24.0,250.0,0.0,6.0,400.0,2.0,350.0
19783,41.0,300.0,0.0,4.0,300.0,2.0,300.0
19784,44.0,400.0,0.0,2.0,550.0,2.0,500.0
19785,46.0,500.0,0.0,2.0,550.0,2.0,500.0
19786,27.0,300.0,0.0,2.0,650.0,2.0,200.0
19787,37.0,250.0,1.0,2.0,300.0,2.0,200.0
19788,39.0,400.0,1.0,4.0,550.0,2.0,400.0
19789,50.0,200.0,1.0,6.0,200.0,2.0,200.0
19790,46.0,1200.0,0.0,4.0,1200.0,2.0,1200.0
19791,43.0,900.0,0.0,6.0,2000.0,2.0,1000.0
19792,23.0,200.0,1.0,6.0,850.0,2.0,200.0
19793,29.0,400.0,0.0,6.0,450.0,2.0,400.0
19794,49.0,300.0,1.0,3.0,650.0,2.0,200.0
19795,43.0,300.0,1.0,2.0,350.0,2.0,300.0
19796,52.0,200.0,0.0,6.0,600.0,2.0,200.0
19797,42.0,200.0,1.0,2.0,200.0,2.0,200.0
19798,46.0,450.0,0.0,6.0,450.0,2.0,400.0
19799,62.0,600.0,0.0,2.0,500.0,2.0,400.0
19800,37.0,700.0,0.0,6.0,550.0,2.0,550.0
19801,46.0,350.0,1.0,6.0,350.0,2.0,300.0
19802,40.0,400.0,0.0,4.0,450.0,2.0,400.0
19803,57.0,250.0,1.0,4.0,300.0,2.0,300.0
19804,54.0,800.0,0.0,6.0,800.0,2.0,800.0
19805,45.0,300.0,0.0,2.0,400.0,2.0,400.0
19806,42.0,500.0,0.0,6.0,600.0,2.0,500.0
19807,44.0,900.0,0.0,6.0,650.0,2.0,600.0
19808,36.0,350.0,0.0,6.0,300.0,2.0,350.0
19809,30.0,200.0,0.0,6.0,250.0,2.0,200.0
19810,38.0,800.0,1.0,6.0,500.0,2.0,450.0
19811,34.0,300.0,0.0,4.0,350.0,2.0,300.0
19812,35.0,400.0,0.0,2.0,400.0,2.0,400.0
19813,56.0,500.0,0.0,6.0,400.0,2.0,500.0
19814,49.0,600.0,0.0,2.0,650.0,2.0,600.0
19815,50.0,550.0,0.0,6.0,550.0,2.0,500.0
19816,41.0,200.0,1.0,4.0,250.0,2.0,200.0
19817,22.0,200.0,1.0,3.0,200.0,2.0,200.0
19818,47.0,200.0,1.0,3.0,350.0,2.0,300.0
19819,52.0,700.0,0.0,6.0,800.0,2.0,800.0
19820,28.0,400.0,1.0,6.0,400.0,2.0,400.0
19821,39.0,500.0,1.0,2.0,200.0,2.0,200.0
19822,35.0,200.0,1.0,5.0,300.0,2.0,200.0
19823,27.0,250.0,0.0,6.0,250.0,2.0,200.0
19824,40.0,300.0,1.0,6.0,400.0,2.0,350.0
19825,20.0,300.0,0.0,2.0,400.0,2.0,200.0
19826,36.0,450.0,0.0,6.0,500.0,2.0,450.0
19827,48.0,400.0,0.0,2.0,600.0,2.0,600.0
19828,35.0,300.0,0.0,2.0,300.0,2.0,250.0
19829,36.0,300.0,0.0,2.0,250.0,2.0,200.0
19830,38.0,350.0,0.0,7.0,350.0,2.0,350.0
19831,35.0,400.0,1.0,6.0,450.0,2.0,400.0
19832,45.0,400.0,0.0,2.0,550.0,2.0,500.0
19833,46.0,200.0,1.0,2.0,200.0,2.0,200.0
19834,37.0,250.0,0.0,6.0,300.0,2.0,300.0
19835,49.0,200.0,1.0,6.0,200.0,2.0,200.0
19836,35.0,200.0,1.0,2.0,300.0,2.0,200.0
19837,48.0,700.0,0.0,2.0,500.0,2.0,400.0
19838,38.0,550.0,0.0,6.0,550.0,2.0,550.0
19839,49.0,250.0,1.0,2.0,300.0,2.0,200.0
19840,32.0,300.0,1.0,2.0,350.0,2.0,300.0
19841,37.0,300.0,0.0,6.0,450.0,2.0,400.0
19842,37.0,400.0,1.0,3.0,500.0,2.0,450.0
19843,34.0,300.0,1.0,6.0,350.0,2.0,300.0
19844,32.0,300.0,1.0,6.0,350.0,2.0,300.0
19845,49.0,800.0,0.0,6.0,800.0,2.0,800.0
19846,32.0,700.0,0.0,6.0,450.0,2.0,400.0
19847,26.0,200.0,0.0,6.0,450.0,2.0,400.0
19848,34.0,400.0,0.0,4.0,400.0,2.0,400.0
19849,48.0,300.0,1.0,4.0,400.0,2.0,400.0
19850,62.0,1000.0,0.0,7.0,300.0,2.0,1000.0
19851,29.0,200.0,1.0,3.0,350.0,2.0,300.0
19852,45.0,400.0,0.0,6.0,450.0,2.0,400.0
19853,32.0,200.0,1.0,2.0,300.0,2.0,250.0
19854,50.0,450.0,0.0,2.0,450.0,2.0,400.0
19855,29.0,200.0,1.0,4.0,300.0,2.0,250.0
19856,46.0,800.0,0.0,2.0,550.0,2.0,500.0
19857,41.0,550.0,0.0,7.0,550.0,2.0,750.0
19858,28.0,350.0,0.0,6.0,400.0,2.0,350.0
19859,27.0,200.0,1.0,2.0,250.0,2.0,200.0
19860,34.0,400.0,0.0,2.0,450.0,2.0,400.0
19861,44.0,350.0,0.0,6.0,400.0,2.0,400.0
19862,43.0,400.0,1.0,2.0,500.0,2.0,400.0
19863,48.0,350.0,1.0,3.0,450.0,2.0,400.0
19864,39.0,500.0,1.0,4.0,300.0,2.0,200.0
19865,25.0,300.0,0.0,2.0,450.0,2.0,400.0
19866,35.0,250.0,1.0,6.0,300.0,2.0,200.0
19867,25.0,200.0,0.0,6.0,300.0,2.0,200.0
19868,40.0,300.0,1.0,7.0,400.0,2.0,300.0
19869,42.0,400.0,0.0,4.0,500.0,2.0,450.0
19870,44.0,600.0,0.0,6.0,500.0,2.0,500.0
19871,50.0,500.0,0.0,2.0,450.0,2.0,400.0
19872,40.0,200.0,0.0,6.0,400.0,2.0,400.0
19873,38.0,400.0,0.0,2.0,450.0,2.0,400.0
19874,38.0,200.0,1.0,4.0,350.0,2.0,300.0
19875,36.0,200.0,0.0,2.0,300.0,2.0,250.0
19876,28.0,200.0,0.0,7.0,350.0,2.0,300.0
19877,24.0,200.0,1.0,2.0,350.0,2.0,200.0
19878,41.0,650.0,0.0,2.0,650.0,2.0,600.0
19879,40.0,300.0,1.0,6.0,200.0,2.0,200.0
19880,35.0,350.0,0.0,4.0,300.0,2.0,250.0
19881,52.0,900.0,0.0,6.0,900.0,2.0,900.0
19882,48.0,350.0,0.0,6.0,450.0,2.0,400.0
19883,41.0,350.0,0.0,4.0,350.0,2.0,350.0
19884,34.0,500.0,0.0,6.0,550.0,2.0,550.0
19885,39.0,500.0,0.0,6.0,550.0,2.0,550.0
19886,49.0,350.0,0.0,2.0,350.0,2.0,350.0
19887,46.0,250.0,0.0,2.0,400.0,2.0,400.0
19888,49.0,400.0,0.0,2.0,650.0,2.0,600.0
19889,45.0,750.0,0.0,6.0,600.0,2.0,500.0
19890,47.0,300.0,0.0,4.0,650.0,2.0,600.0
19891,39.0,250.0,1.0,3.0,300.0,2.0,200.0
19892,24.0,200.0,0.0,2.0,350.0,2.0,200.0
19893,35.0,200.0,1.0,4.0,200.0,2.0,200.0
19894,44.0,200.0,1.0,2.0,250.0,2.0,200.0
19895,49.0,400.0,0.0,4.0,450.0,2.0,400.0
19896,27.0,450.0,0.0,5.0,500.0,2.0,450.0
19897,24.0,250.0,1.0,2.0,300.0,2.0,200.0
19898,48.0,200.0,1.0,2.0,200.0,2.0,200.0
19899,49.0,250.0,1.0,4.0,250.0,2.0,200.0
19900,42.0,350.0,0.0,6.0,350.0,2.0,300.0
19901,36.0,850.0,0.0,6.0,900.0,2.0,900.0
19902,42.0,200.0,1.0,6.0,350.0,2.0,300.0
19903,44.0,200.0,1.0,3.0,300.0,2.0,200.0
19904,59.0,400.0,0.0,2.0,450.0,2.0,400.0
19905,24.0,250.0,1.0,2.0,300.0,2.0,200.0
19906,43.0,350.0,1.0,4.0,400.0,2.0,350.0
19907,25.0,350.0,0.0,6.0,400.0,2.0,350.0
19908,42.0,200.0,1.0,3.0,250.0,2.0,200.0
19909,40.0,500.0,0.0,6.0,500.0,2.0,500.0
19910,32.0,200.0,1.0,6.0,250.0,2.0,200.0
19911,35.0,200.0,1.0,7.0,250.0,2.0,200.0
19912,23.0,200.0,1.0,2.0,200.0,2.0,200.0
19913,44.0,200.0,1.0,4.0,350.0,2.0,300.0
19914,38.0,200.0,1.0,6.0,500.0,2.0,450.0
19915,41.0,400.0,1.0,2.0,450.0,2.0,400.0
19916,43.0,450.0,1.0,3.0,450.0,2.0,400.0
19917,55.0,250.0,0.0,6.0,250.0,2.0,200.0
19918,51.0,700.0,0.0,6.0,650.0,2.0,600.0
19919,58.0,350.0,1.0,2.0,400.0,2.0,350.0
19920,26.0,350.0,0.0,2.0,300.0,2.0,200.0
19921,39.0,250.0,1.0,3.0,300.0,2.0,200.0
19922,48.0,400.0,0.0,2.0,450.0,2.0,400.0
19923,46.0,850.0,1.0,3.0,450.0,2.0,400.0
19924,32.0,400.0,0.0,6.0,400.0,2.0,350.0
19925,47.0,200.0,1.0,3.0,250.0,2.0,200.0
19926,43.0,200.0,1.0,4.0,250.0,2.0,200.0
19927,37.0,200.0,1.0,4.0,250.0,2.0,200.0
19928,31.0,450.0,0.0,6.0,650.0,2.0,400.0
19929,41.0,350.0,0.0,6.0,550.0,2.0,500.0
19930,38.0,300.0,1.0,4.0,350.0,2.0,300.0
19931,39.0,200.0,1.0,3.0,300.0,2.0,200.0
19932,32.0,250.0,1.0,2.0,650.0,2.0,200.0
19933,39.0,200.0,1.0,3.0,300.0,2.0,200.0
19934,35.0,300.0,1.0,3.0,650.0,2.0,200.0
19935,50.0,300.0,0.0,2.0,200.0,2.0,200.0
19936,28.0,200.0,0.0,4.0,250.0,2.0,200.0
19937,32.0,250.0,0.0,6.0,400.0,2.0,350.0
19938,25.0,350.0,0.0,2.0,400.0,2.0,400.0
19939,37.0,500.0,1.0,7.0,650.0,2.0,300.0
19940,45.0,200.0,1.0,4.0,200.0,2.0,200.0
19941,49.0,200.0,0.0,2.0,400.0,2.0,400.0
19942,26.0,300.0,0.0,6.0,350.0,2.0,300.0
19943,30.0,350.0,0.0,6.0,400.0,2.0,350.0
19944,44.0,300.0,0.0,2.0,400.0,2.0,400.0
19945,50.0,350.0,1.0,2.0,350.0,2.0,300.0
19946,45.0,250.0,1.0,4.0,300.0,2.0,200.0
19947,42.0,400.0,0.0,2.0,500.0,2.0,450.0
19948,38.0,200.0,1.0,3.0,200.0,2.0,200.0
19949,32.0,250.0,1.0,6.0,300.0,2.0,250.0
19950,54.0,1200.0,0.0,6.0,400.0,2.0,350.0
19951,41.0,300.0,0.0,6.0,300.0,2.0,300.0
19952,56.0,550.0,0.0,6.0,650.0,2.0,600.0
19953,50.0,200.0,0.0,2.0,300.0,2.0,200.0
19954,44.0,200.0,0.0,2.0,350.0,2.0,300.0
19955,48.0,700.0,0.0,6.0,600.0,2.0,500.0
19956,30.0,300.0,0.0,7.0,400.0,2.0,300.0
19957,25.0,200.0,0.0,4.0,300.0,2.0,250.0
19958,30.0,400.0,0.0,6.0,400.0,2.0,350.0
19959,40.0,400.0,1.0,3.0,450.0,2.0,400.0
19960,32.0,300.0,0.0,3.0,350.0,2.0,300.0
19961,40.0,200.0,1.0,4.0,200.0,2.0,200.0
19962,43.0,300.0,0.0,2.0,200.0,2.0,200.0
19963,27.0,200.0,0.0,2.0,350.0,2.0,200.0
19964,42.0,200.0,1.0,2.0,250.0,2.0,200.0
19965,40.0,600.0,0.0,6.0,650.0,2.0,600.0
19966,46.0,200.0,1.0,6.0,200.0,2.0,200.0
19967,40.0,200.0,1.0,2.0,400.0,2.0,350.0
19968,49.0,200.0,1.0,4.0,350.0,2.0,300.0
19969,28.0,300.0,1.0,2.0,300.0,2.0,200.0
19970,42.0,200.0,1.0,4.0,200.0,2.0,200.0
19971,40.0,650.0,0.0,2.0,700.0,2.0,600.0
19972,44.0,200.0,1.0,4.0,300.0,2.0,200.0
19973,45.0,250.0,0.0,6.0,300.0,2.0,300.0
19974,21.0,250.0,1.0,4.0,300.0,2.0,200.0
19975,45.0,300.0,0.0,4.0,400.0,2.0,400.0
19976,43.0,200.0,1.0,3.0,400.0,2.0,300.0
19977,22.0,200.0,1.0,2.0,300.0,2.0,200.0
19978,24.0,200.0,0.0,6.0,300.0,2.0,250.0
19979,40.0,350.0,1.0,4.0,400.0,2.0,350.0
19980,41.0,200.0,1.0,3.0,250.0,2.0,200.0
19981,61.0,500.0,0.0,6.0,400.0,2.0,500.0
19982,43.0,500.0,1.0,6.0,500.0,2.0,500.0
19983,43.0,550.0,0.0,4.0,550.0,2.0,500.0
19984,36.0,400.0,0.0,2.0,450.0,2.0,400.0
19985,25.0,300.0,1.0,2.0,300.0,2.0,250.0
19986,45.0,800.0,0.0,7.0,850.0,2.0,800.0
19987,27.0,200.0,0.0,6.0,250.0,2.0,200.0
19988,48.0,300.0,1.0,3.0,350.0,2.0,300.0
19989,37.0,400.0,0.0,6.0,450.0,2.0,400.0
19990,49.0,500.0,1.0,4.0,450.0,2.0,400.0
19991,49.0,650.0,0.0,5.0,650.0,2.0,650.0
19992,37.0,400.0,0.0,6.0,600.0,2.0,550.0
19993,28.0,450.0,1.0,4.0,500.0,2.0,400.0
19994,25.0,200.0,0.0,6.0,350.0,2.0,300.0
19995,33.0,200.0,1.0,6.0,400.0,2.0,400.0
19996,44.0,500.0,0.0,6.0,550.0,2.0,500.0
19997,26.0,350.0,1.0,4.0,400.0,2.0,350.0
19998,45.0,350.0,0.0,6.0,550.0,2.0,500.0
19999,34.0,400.0,0.0,2.0,450.0,2.0,400.0
20000,34.0,300.0,0.0,6.0,400.0,2.0,350.0
20001,38.0,300.0,1.0,2.0,300.0,2.0,200.0
20002,54.0,700.0,0.0,6.0,700.0,2.0,1200.0
20003,43.0,300.0,0.0,2.0,2000.0,2.0,600.0
20004,48.0,400.0,1.0,4.0,350.0,2.0,300.0
20005,32.0,400.0,0.0,6.0,600.0,2.0,550.0
20006,35.0,400.0,0.0,2.0,350.0,2.0,300.0
20007,26.0,300.0,1.0,6.0,400.0,2.0,350.0
20008,24.0,250.0,0.0,6.0,350.0,2.0,300.0
20009,47.0,400.0,0.0,2.0,400.0,2.0,400.0
20010,56.0,550.0,0.0,2.0,550.0,2.0,500.0
20011,48.0,350.0,1.0,3.0,450.0,2.0,400.0
20012,44.0,600.0,0.0,6.0,700.0,2.0,700.0
20013,39.0,500.0,0.0,6.0,500.0,2.0,500.0
20014,48.0,550.0,0.0,4.0,650.0,2.0,600.0
20015,33.0,400.0,0.0,6.0,400.0,2.0,350.0
20016,33.0,250.0,1.0,3.0,350.0,2.0,300.0
20017,36.0,550.0,0.0,6.0,500.0,2.0,450.0
20018,28.0,300.0,1.0,7.0,200.0,2.0,200.0
20019,23.0,200.0,1.0,4.0,300.0,2.0,200.0
20020,39.0,300.0,0.0,6.0,450.0,2.0,400.0
20021,46.0,800.0,1.0,3.0,200.0,2.0,200.0
20022,49.0,500.0,0.0,2.0,450.0,2.0,400.0
20023,44.0,500.0,0.0,2.0,500.0,2.0,500.0
20024,46.0,250.0,0.0,4.0,400.0,2.0,400.0
20025,45.0,400.0,0.0,4.0,500.0,2.0,450.0
20026,29.0,350.0,1.0,7.0,300.0,2.0,200.0
20027,35.0,400.0,0.0,6.0,300.0,2.0,300.0
20028,39.0,700.0,0.0,6.0,750.0,2.0,700.0
20029,40.0,300.0,0.0,2.0,350.0,2.0,300.0
20030,43.0,200.0,1.0,2.0,200.0,2.0,200.0
20031,26.0,350.0,0.0,6.0,450.0,2.0,400.0
20032,32.0,300.0,0.0,6.0,350.0,2.0,300.0
20033,33.0,200.0,1.0,6.0,350.0,2.0,300.0
20034,26.0,300.0,0.0,6.0,300.0,2.0,200.0
20035,41.0,300.0,1.0,2.0,350.0,2.0,300.0
20036,42.0,300.0,0.0,2.0,350.0,2.0,300.0
20037,24.0,200.0,0.0,2.0,300.0,2.0,200.0
20038,41.0,300.0,0.0,6.0,550.0,2.0,500.0
20039,50.0,200.0,1.0,2.0,200.0,2.0,200.0
20040,37.0,300.0,1.0,2.0,250.0,2.0,200.0
20041,54.0,400.0,0.0,2.0,500.0,2.0,400.0
20042,23.0,200.0,0.0,6.0,350.0,2.0,300.0
20043,53.0,350.0,0.0,6.0,450.0,2.0,400.0
