,birthday,annualpay,gender,education_type,wanted_annualpay,sort,annualpay
8469,34.0,350.0,0.0,6.0,400.0,2.0,350.0
8470,35.0,350.0,0.0,4.0,400.0,2.0,400.0
8471,46.0,500.0,0.0,6.0,550.0,2.0,500.0
8472,24.0,300.0,0.0,6.0,300.0,2.0,250.0
8473,56.0,850.0,0.0,2.0,600.0,2.0,850.0
8474,49.0,250.0,0.0,4.0,300.0,2.0,250.0
8475,31.0,600.0,0.0,7.0,550.0,2.0,600.0
8476,21.0,250.0,0.0,2.0,300.0,2.0,200.0
8477,27.0,400.0,0.0,4.0,400.0,2.0,400.0
8478,38.0,200.0,1.0,6.0,200.0,2.0,200.0
8479,43.0,250.0,0.0,2.0,350.0,2.0,300.0
8480,35.0,550.0,0.0,7.0,550.0,2.0,550.0
8481,41.0,200.0,1.0,4.0,400.0,2.0,350.0
8482,60.0,750.0,0.0,4.0,400.0,2.0,400.0
8483,47.0,500.0,0.0,2.0,550.0,2.0,500.0
8484,42.0,200.0,0.0,6.0,350.0,2.0,300.0
8485,50.0,250.0,0.0,6.0,350.0,2.0,350.0
8486,48.0,200.0,1.0,3.0,250.0,2.0,200.0
8487,48.0,800.0,0.0,6.0,650.0,2.0,600.0
8488,39.0,400.0,1.0,3.0,450.0,2.0,400.0
8489,34.0,200.0,1.0,2.0,200.0,2.0,200.0
8490,50.0,1500.0,0.0,6.0,950.0,2.0,1000.0
8491,50.0,350.0,1.0,4.0,500.0,2.0,450.0
8492,41.0,400.0,1.0,4.0,450.0,2.0,400.0
8493,37.0,400.0,1.0,4.0,200.0,2.0,200.0
8494,48.0,200.0,1.0,2.0,200.0,2.0,200.0
8495,47.0,300.0,1.0,4.0,450.0,2.0,450.0
8496,39.0,400.0,0.0,2.0,400.0,2.0,400.0
8497,40.0,200.0,1.0,6.0,200.0,2.0,200.0
8498,43.0,450.0,1.0,4.0,450.0,2.0,400.0
8499,36.0,200.0,1.0,2.0,350.0,2.0,300.0
8500,43.0,550.0,1.0,4.0,350.0,2.0,300.0
8501,32.0,400.0,1.0,6.0,450.0,2.0,400.0
8502,28.0,250.0,1.0,6.0,250.0,2.0,200.0
8503,24.0,200.0,1.0,6.0,250.0,2.0,200.0
8504,38.0,350.0,0.0,2.0,400.0,2.0,400.0
8505,39.0,200.0,0.0,6.0,550.0,2.0,550.0
8506,43.0,250.0,1.0,2.0,200.0,2.0,200.0
8507,25.0,250.0,0.0,4.0,300.0,2.0,250.0
8508,40.0,550.0,0.0,2.0,550.0,2.0,550.0
8509,28.0,250.0,0.0,2.0,250.0,2.0,200.0
8510,20.0,300.0,0.0,2.0,350.0,2.0,200.0
8511,51.0,500.0,0.0,6.0,550.0,2.0,500.0
8512,48.0,300.0,1.0,7.0,650.0,2.0,300.0
8513,27.0,200.0,1.0,2.0,200.0,2.0,200.0
8514,23.0,200.0,0.0,6.0,400.0,2.0,200.0
8515,28.0,300.0,0.0,4.0,350.0,2.0,300.0
8516,54.0,500.0,0.0,6.0,350.0,2.0,350.0
8517,33.0,400.0,1.0,6.0,550.0,2.0,450.0
8518,33.0,200.0,1.0,2.0,200.0,2.0,200.0
8519,28.0,350.0,0.0,6.0,400.0,2.0,350.0
8520,37.0,350.0,1.0,4.0,450.0,2.0,400.0
8521,46.0,500.0,0.0,6.0,500.0,2.0,500.0
8522,49.0,250.0,1.0,6.0,300.0,2.0,200.0
8523,45.0,250.0,1.0,3.0,250.0,2.0,200.0
8524,35.0,450.0,1.0,6.0,350.0,2.0,300.0
8525,26.0,200.0,0.0,4.0,200.0,2.0,200.0
8526,32.0,500.0,0.0,6.0,450.0,2.0,400.0
8527,27.0,300.0,1.0,4.0,350.0,2.0,300.0
8528,45.0,200.0,1.0,4.0,200.0,2.0,200.0
8529,41.0,250.0,1.0,2.0,300.0,2.0,200.0
8530,28.0,200.0,1.0,6.0,200.0,2.0,200.0
8531,30.0,350.0,1.0,2.0,300.0,2.0,200.0
8532,31.0,250.0,0.0,6.0,350.0,2.0,300.0
8533,35.0,200.0,1.0,2.0,200.0,2.0,200.0
8534,41.0,250.0,1.0,4.0,250.0,2.0,200.0
8535,63.0,400.0,0.0,6.0,300.0,2.0,250.0
8536,44.0,500.0,0.0,3.0,500.0,2.0,450.0
8537,37.0,600.0,0.0,6.0,450.0,2.0,400.0
8538,37.0,200.0,0.0,6.0,250.0,2.0,200.0
8539,38.0,350.0,0.0,6.0,400.0,2.0,350.0
8540,25.0,200.0,0.0,6.0,250.0,2.0,200.0
8541,60.0,500.0,0.0,4.0,500.0,2.0,400.0
8542,38.0,200.0,1.0,6.0,200.0,2.0,200.0
8543,28.0,300.0,0.0,6.0,350.0,2.0,300.0
8544,30.0,300.0,1.0,6.0,350.0,2.0,300.0
8545,41.0,300.0,0.0,4.0,350.0,2.0,350.0
8546,43.0,600.0,0.0,6.0,500.0,2.0,500.0
8547,49.0,200.0,1.0,3.0,250.0,2.0,200.0
8548,44.0,600.0,0.0,2.0,600.0,2.0,600.0
8549,41.0,350.0,0.0,5.0,400.0,2.0,400.0
8550,55.0,600.0,1.0,6.0,550.0,2.0,450.0
8551,47.0,400.0,0.0,6.0,450.0,2.0,400.0
8552,30.0,350.0,1.0,6.0,400.0,2.0,350.0
8553,44.0,200.0,1.0,3.0,250.0,2.0,200.0
8554,21.0,300.0,0.0,2.0,450.0,2.0,200.0
8555,47.0,300.0,0.0,2.0,350.0,2.0,300.0
8556,37.0,250.0,1.0,6.0,300.0,2.0,200.0
8557,22.0,250.0,0.0,2.0,400.0,2.0,200.0
8558,41.0,600.0,0.0,6.0,650.0,2.0,600.0
8559,21.0,200.0,0.0,2.0,250.0,2.0,200.0
8560,48.0,500.0,0.0,2.0,550.0,2.0,500.0
8561,29.0,250.0,1.0,2.0,250.0,2.0,200.0
8562,29.0,250.0,0.0,6.0,500.0,2.0,450.0
8563,52.0,650.0,0.0,6.0,550.0,2.0,200.0
8564,41.0,250.0,1.0,6.0,200.0,2.0,200.0
8565,45.0,450.0,0.0,1.0,550.0,2.0,450.0
8566,38.0,400.0,1.0,6.0,400.0,2.0,400.0
8567,31.0,200.0,0.0,4.0,300.0,2.0,200.0
8568,34.0,200.0,0.0,6.0,200.0,2.0,200.0
8569,58.0,400.0,0.0,6.0,300.0,2.0,250.0
8570,48.0,500.0,0.0,4.0,300.0,2.0,250.0
8571,45.0,700.0,0.0,6.0,650.0,2.0,600.0
8572,38.0,500.0,0.0,6.0,650.0,2.0,600.0
8573,26.0,250.0,0.0,4.0,300.0,2.0,250.0
8574,45.0,450.0,0.0,2.0,500.0,2.0,500.0
8575,44.0,200.0,1.0,2.0,300.0,2.0,200.0
8576,46.0,300.0,0.0,6.0,400.0,2.0,200.0
8577,42.0,300.0,1.0,3.0,650.0,2.0,200.0
8578,40.0,650.0,0.0,2.0,550.0,2.0,550.0
8579,41.0,450.0,0.0,6.0,450.0,2.0,400.0
8580,36.0,200.0,0.0,4.0,350.0,2.0,300.0
8581,35.0,350.0,0.0,6.0,550.0,2.0,550.0
8582,31.0,350.0,0.0,6.0,450.0,2.0,400.0
8583,26.0,300.0,0.0,6.0,350.0,2.0,300.0
8584,26.0,200.0,0.0,2.0,350.0,2.0,200.0
8585,39.0,300.0,1.0,4.0,350.0,2.0,300.0
8586,28.0,350.0,0.0,4.0,350.0,2.0,300.0
8587,28.0,400.0,0.0,1.0,450.0,2.0,400.0
8588,42.0,450.0,0.0,6.0,550.0,2.0,500.0
8589,44.0,200.0,1.0,3.0,200.0,2.0,200.0
8590,24.0,250.0,0.0,6.0,250.0,2.0,200.0
8591,39.0,300.0,1.0,2.0,350.0,2.0,300.0
8592,40.0,350.0,0.0,4.0,550.0,2.0,550.0
8593,35.0,400.0,0.0,2.0,500.0,2.0,450.0
8594,44.0,400.0,0.0,2.0,450.0,2.0,400.0
8595,46.0,750.0,0.0,1.0,650.0,2.0,750.0
8596,23.0,200.0,0.0,2.0,300.0,2.0,200.0
8597,42.0,300.0,0.0,6.0,350.0,2.0,300.0
8598,42.0,500.0,0.0,2.0,500.0,2.0,450.0
8599,28.0,300.0,1.0,2.0,300.0,2.0,200.0
8600,34.0,350.0,0.0,6.0,350.0,2.0,300.0
8601,39.0,250.0,1.0,4.0,300.0,2.0,200.0
8602,41.0,300.0,1.0,2.0,200.0,2.0,200.0
8603,30.0,350.0,1.0,7.0,400.0,2.0,300.0
8604,34.0,250.0,1.0,2.0,250.0,2.0,200.0
8605,36.0,250.0,0.0,4.0,350.0,2.0,300.0
8606,33.0,250.0,1.0,1.0,250.0,2.0,200.0
8607,39.0,550.0,0.0,6.0,450.0,2.0,400.0
8608,38.0,200.0,1.0,2.0,250.0,2.0,200.0
8609,32.0,400.0,1.0,2.0,400.0,2.0,400.0
8610,50.0,300.0,1.0,2.0,350.0,2.0,300.0
8611,55.0,500.0,0.0,2.0,500.0,2.0,400.0
8612,43.0,750.0,0.0,6.0,700.0,2.0,700.0
8613,48.0,350.0,1.0,3.0,400.0,2.0,350.0
8614,26.0,200.0,1.0,2.0,300.0,2.0,200.0
8615,45.0,250.0,1.0,2.0,400.0,2.0,350.0
8616,52.0,650.0,0.0,2.0,550.0,2.0,500.0
8617,47.0,350.0,1.0,6.0,350.0,2.0,300.0
8618,20.0,200.0,0.0,2.0,350.0,2.0,200.0
8619,41.0,400.0,0.0,2.0,450.0,2.0,400.0
8620,29.0,500.0,0.0,2.0,500.0,2.0,400.0
8621,21.0,350.0,1.0,2.0,300.0,2.0,200.0
8622,42.0,300.0,0.0,4.0,500.0,2.0,450.0
8623,46.0,400.0,0.0,2.0,450.0,2.0,400.0
8624,25.0,200.0,0.0,6.0,250.0,2.0,200.0
8625,49.0,450.0,0.0,2.0,500.0,2.0,400.0
8626,40.0,300.0,0.0,4.0,400.0,2.0,400.0
8627,51.0,450.0,0.0,7.0,500.0,2.0,500.0
8628,38.0,350.0,0.0,6.0,400.0,2.0,350.0
8629,36.0,200.0,1.0,2.0,200.0,2.0,200.0
8630,33.0,550.0,0.0,4.0,550.0,2.0,550.0
8631,33.0,200.0,0.0,4.0,200.0,2.0,200.0
8632,34.0,450.0,0.0,3.0,400.0,2.0,400.0
8633,31.0,300.0,0.0,4.0,300.0,2.0,200.0
8634,43.0,300.0,0.0,1.0,600.0,2.0,750.0
8635,34.0,500.0,0.0,6.0,550.0,2.0,550.0
8636,40.0,350.0,0.0,2.0,450.0,2.0,400.0
8637,35.0,350.0,0.0,6.0,400.0,2.0,350.0
8638,41.0,400.0,0.0,6.0,550.0,2.0,500.0
8639,48.0,550.0,1.0,4.0,600.0,2.0,600.0
8640,30.0,350.0,1.0,7.0,400.0,2.0,300.0
8641,35.0,350.0,1.0,6.0,300.0,2.0,200.0
8642,61.0,950.0,0.0,6.0,450.0,2.0,350.0
8643,47.0,500.0,0.0,4.0,550.0,2.0,500.0
8644,39.0,400.0,0.0,6.0,500.0,2.0,500.0
8645,37.0,200.0,1.0,4.0,200.0,2.0,200.0
8646,41.0,400.0,0.0,2.0,450.0,2.0,400.0
8647,31.0,200.0,1.0,6.0,250.0,2.0,200.0
8648,47.0,650.0,0.0,4.0,650.0,2.0,600.0
8649,35.0,850.0,0.0,7.0,550.0,2.0,550.0
8650,45.0,300.0,1.0,7.0,650.0,2.0,300.0
8651,43.0,600.0,0.0,4.0,450.0,2.0,450.0
8652,50.0,550.0,0.0,2.0,550.0,2.0,500.0
8653,22.0,200.0,0.0,2.0,250.0,2.0,200.0
8654,33.0,250.0,1.0,6.0,350.0,2.0,300.0
8655,36.0,300.0,0.0,4.0,350.0,2.0,300.0
8656,42.0,450.0,0.0,4.0,500.0,2.0,450.0
8657,27.0,250.0,0.0,7.0,300.0,2.0,250.0
8658,47.0,400.0,0.0,7.0,450.0,2.0,400.0
8659,35.0,250.0,0.0,4.0,350.0,2.0,300.0
8660,30.0,250.0,0.0,6.0,350.0,2.0,300.0
8661,38.0,200.0,0.0,6.0,300.0,2.0,300.0
8662,43.0,200.0,1.0,1.0,200.0,2.0,200.0
8663,19.0,200.0,0.0,1.0,200.0,2.0,200.0
8664,39.0,550.0,1.0,4.0,550.0,2.0,400.0
8665,40.0,200.0,1.0,4.0,250.0,2.0,200.0
8666,44.0,350.0,0.0,4.0,350.0,2.0,350.0
8667,41.0,400.0,0.0,6.0,400.0,2.0,400.0
8668,29.0,350.0,1.0,4.0,450.0,2.0,400.0
8669,39.0,200.0,1.0,2.0,200.0,2.0,200.0
8670,34.0,450.0,1.0,4.0,600.0,2.0,500.0
8671,43.0,200.0,1.0,6.0,300.0,2.0,200.0
8672,44.0,550.0,0.0,4.0,450.0,2.0,400.0
8673,49.0,800.0,0.0,2.0,700.0,2.0,800.0
8674,47.0,350.0,0.0,2.0,400.0,2.0,400.0
8675,56.0,500.0,0.0,4.0,400.0,2.0,400.0
8676,45.0,300.0,0.0,6.0,300.0,2.0,300.0
8677,37.0,350.0,1.0,4.0,400.0,2.0,400.0
8678,34.0,600.0,0.0,6.0,550.0,2.0,550.0
8679,52.0,750.0,0.0,7.0,750.0,2.0,800.0
8680,33.0,350.0,1.0,4.0,350.0,2.0,300.0
8681,27.0,300.0,0.0,2.0,550.0,2.0,400.0
8682,46.0,450.0,1.0,2.0,450.0,2.0,400.0
8683,35.0,300.0,1.0,3.0,350.0,2.0,300.0
8684,42.0,500.0,0.0,4.0,500.0,2.0,450.0
8685,31.0,300.0,0.0,2.0,350.0,2.0,300.0
8686,43.0,300.0,0.0,4.0,400.0,2.0,400.0
8687,22.0,200.0,0.0,4.0,250.0,2.0,200.0
8688,28.0,250.0,0.0,6.0,350.0,2.0,300.0
8689,45.0,300.0,0.0,1.0,300.0,2.0,200.0
8690,26.0,500.0,0.0,6.0,550.0,2.0,400.0
8691,54.0,200.0,0.0,2.0,200.0,2.0,200.0
8692,35.0,400.0,0.0,6.0,400.0,2.0,350.0
8693,46.0,200.0,0.0,6.0,400.0,2.0,200.0
8694,39.0,500.0,0.0,6.0,600.0,2.0,550.0
8695,48.0,200.0,1.0,2.0,250.0,2.0,200.0
8696,49.0,350.0,1.0,4.0,350.0,2.0,300.0
8697,25.0,250.0,0.0,2.0,350.0,2.0,200.0
8698,55.0,550.0,0.0,6.0,600.0,2.0,500.0
8699,31.0,650.0,0.0,6.0,700.0,2.0,500.0
8700,36.0,350.0,0.0,2.0,350.0,2.0,300.0
8701,30.0,200.0,1.0,6.0,250.0,2.0,200.0
8702,38.0,350.0,1.0,4.0,350.0,2.0,300.0
8703,43.0,400.0,0.0,2.0,650.0,2.0,600.0
8704,40.0,350.0,1.0,2.0,300.0,2.0,200.0
8705,50.0,300.0,0.0,6.0,450.0,2.0,400.0
8706,36.0,200.0,0.0,6.0,350.0,2.0,300.0
8707,31.0,300.0,0.0,4.0,350.0,2.0,300.0
8708,42.0,450.0,1.0,3.0,200.0,2.0,200.0
8709,33.0,400.0,0.0,2.0,450.0,2.0,400.0
8710,39.0,500.0,0.0,2.0,500.0,2.0,500.0
8711,46.0,700.0,0.0,6.0,700.0,2.0,700.0
8712,49.0,650.0,0.0,4.0,600.0,2.0,600.0
8713,35.0,200.0,0.0,2.0,650.0,2.0,600.0
8714,43.0,200.0,1.0,2.0,200.0,2.0,200.0
8715,32.0,400.0,0.0,6.0,400.0,2.0,350.0
8716,38.0,200.0,1.0,4.0,200.0,2.0,200.0
8717,25.0,200.0,0.0,6.0,200.0,2.0,200.0
8718,41.0,250.0,1.0,3.0,250.0,2.0,200.0
8719,43.0,550.0,0.0,6.0,600.0,2.0,500.0
8720,24.0,250.0,1.0,6.0,250.0,2.0,200.0
8721,46.0,200.0,1.0,3.0,200.0,2.0,200.0
8722,38.0,250.0,0.0,2.0,400.0,2.0,400.0
8723,25.0,300.0,0.0,6.0,300.0,2.0,200.0
8724,33.0,450.0,0.0,2.0,450.0,2.0,400.0
8725,28.0,350.0,0.0,6.0,350.0,2.0,300.0
8726,28.0,300.0,0.0,6.0,350.0,2.0,300.0
8727,37.0,200.0,1.0,2.0,300.0,2.0,200.0
8728,44.0,250.0,1.0,2.0,250.0,2.0,200.0
8729,31.0,1200.0,0.0,6.0,1500.0,2.0,500.0
8730,39.0,200.0,1.0,2.0,250.0,2.0,200.0
8731,52.0,800.0,0.0,6.0,750.0,2.0,800.0
8732,39.0,200.0,1.0,6.0,400.0,2.0,400.0
8733,44.0,600.0,0.0,2.0,550.0,2.0,500.0
8734,41.0,500.0,0.0,6.0,550.0,2.0,500.0
8735,36.0,500.0,0.0,6.0,500.0,2.0,450.0
8736,46.0,200.0,1.0,2.0,250.0,2.0,200.0
8737,34.0,450.0,0.0,2.0,450.0,2.0,400.0
8738,49.0,450.0,0.0,6.0,450.0,2.0,400.0
8739,45.0,200.0,1.0,4.0,300.0,2.0,200.0
8740,34.0,300.0,0.0,7.0,350.0,2.0,300.0
8741,34.0,400.0,0.0,2.0,550.0,2.0,400.0
8742,40.0,500.0,1.0,3.0,600.0,2.0,500.0
8743,48.0,200.0,1.0,6.0,250.0,2.0,200.0
8744,45.0,450.0,0.0,4.0,350.0,2.0,350.0
8745,39.0,450.0,0.0,1.0,450.0,2.0,450.0
8746,31.0,400.0,1.0,4.0,400.0,2.0,400.0
8747,29.0,550.0,0.0,6.0,500.0,2.0,450.0
8748,43.0,600.0,0.0,6.0,550.0,2.0,500.0
8749,26.0,300.0,0.0,6.0,350.0,2.0,300.0
8750,31.0,200.0,1.0,2.0,250.0,2.0,200.0
8751,34.0,400.0,0.0,2.0,350.0,2.0,300.0
8752,44.0,500.0,0.0,4.0,450.0,2.0,400.0
8753,34.0,200.0,1.0,6.0,300.0,2.0,200.0
8754,57.0,300.0,0.0,6.0,650.0,2.0,600.0
8755,39.0,500.0,0.0,4.0,450.0,2.0,400.0
8756,38.0,400.0,0.0,4.0,200.0,2.0,200.0
8757,40.0,200.0,1.0,4.0,300.0,2.0,200.0
8758,31.0,300.0,0.0,2.0,350.0,2.0,300.0
8759,29.0,300.0,1.0,2.0,250.0,2.0,200.0
8760,37.0,400.0,0.0,4.0,400.0,2.0,400.0
8761,38.0,200.0,1.0,6.0,200.0,2.0,200.0
8762,28.0,250.0,1.0,4.0,300.0,2.0,250.0
8763,41.0,450.0,0.0,2.0,500.0,2.0,450.0
8764,50.0,200.0,1.0,4.0,250.0,2.0,200.0
8765,24.0,250.0,0.0,2.0,350.0,2.0,200.0
8766,42.0,400.0,0.0,2.0,500.0,2.0,450.0
8767,32.0,400.0,0.0,6.0,400.0,2.0,350.0
8768,35.0,600.0,1.0,6.0,600.0,2.0,500.0
8769,40.0,500.0,0.0,6.0,500.0,2.0,500.0
8770,42.0,650.0,0.0,2.0,650.0,2.0,600.0
8771,47.0,450.0,1.0,4.0,450.0,2.0,450.0
8772,37.0,300.0,0.0,2.0,400.0,2.0,400.0
8773,34.0,200.0,1.0,2.0,200.0,2.0,200.0
8774,44.0,200.0,1.0,3.0,200.0,2.0,200.0
8775,37.0,200.0,1.0,2.0,200.0,2.0,200.0
8776,42.0,400.0,1.0,3.0,400.0,2.0,300.0
8777,45.0,400.0,0.0,6.0,500.0,2.0,500.0
8778,33.0,350.0,0.0,1.0,300.0,2.0,200.0
8779,25.0,300.0,1.0,2.0,300.0,2.0,250.0
8780,47.0,400.0,0.0,4.0,500.0,2.0,400.0
8781,33.0,400.0,1.0,4.0,450.0,2.0,400.0
8782,42.0,300.0,0.0,4.0,350.0,2.0,300.0
8783,50.0,450.0,1.0,6.0,450.0,2.0,450.0
8784,34.0,250.0,1.0,3.0,300.0,2.0,200.0
8785,41.0,400.0,0.0,2.0,550.0,2.0,550.0
8786,46.0,600.0,0.0,2.0,600.0,2.0,600.0
8787,39.0,200.0,1.0,4.0,300.0,2.0,200.0
8788,44.0,200.0,1.0,3.0,250.0,2.0,200.0
8789,45.0,500.0,0.0,6.0,650.0,2.0,600.0
8790,28.0,300.0,1.0,2.0,250.0,2.0,200.0
8791,33.0,300.0,0.0,6.0,350.0,2.0,300.0
8792,55.0,650.0,0.0,6.0,650.0,2.0,600.0
8793,35.0,200.0,0.0,2.0,400.0,2.0,400.0
8794,37.0,250.0,0.0,1.0,300.0,2.0,250.0
8795,36.0,400.0,0.0,6.0,400.0,2.0,350.0
8796,37.0,350.0,0.0,6.0,400.0,2.0,350.0
8797,56.0,750.0,0.0,4.0,700.0,2.0,850.0
8798,56.0,400.0,0.0,4.0,400.0,2.0,400.0
8799,37.0,400.0,0.0,4.0,400.0,2.0,400.0
8800,45.0,200.0,1.0,2.0,250.0,2.0,200.0
8801,29.0,550.0,0.0,6.0,450.0,2.0,400.0
8802,34.0,300.0,1.0,4.0,350.0,2.0,300.0
8803,28.0,200.0,1.0,6.0,350.0,2.0,300.0
8804,29.0,200.0,0.0,2.0,250.0,2.0,200.0
8805,36.0,400.0,0.0,6.0,450.0,2.0,400.0
8806,26.0,300.0,0.0,6.0,350.0,2.0,300.0
8807,53.0,250.0,1.0,3.0,250.0,2.0,250.0
8808,26.0,300.0,0.0,6.0,350.0,2.0,300.0
8809,25.0,200.0,0.0,2.0,250.0,2.0,200.0
8810,51.0,400.0,1.0,6.0,450.0,2.0,450.0
8811,41.0,200.0,1.0,2.0,300.0,2.0,200.0
8812,57.0,800.0,0.0,6.0,650.0,2.0,600.0
8813,45.0,550.0,1.0,7.0,500.0,2.0,550.0
8814,42.0,500.0,1.0,6.0,500.0,2.0,500.0
8815,36.0,200.0,1.0,4.0,200.0,2.0,200.0
8816,28.0,350.0,1.0,4.0,400.0,2.0,300.0
8817,48.0,400.0,0.0,1.0,700.0,2.0,750.0
8818,31.0,200.0,0.0,4.0,650.0,2.0,400.0
8819,38.0,450.0,0.0,4.0,450.0,2.0,450.0
8820,47.0,500.0,0.0,6.0,500.0,2.0,500.0
8821,41.0,350.0,0.0,2.0,450.0,2.0,400.0
8822,48.0,800.0,0.0,2.0,650.0,2.0,600.0
8823,29.0,200.0,0.0,2.0,250.0,2.0,200.0
8824,45.0,300.0,0.0,6.0,500.0,2.0,500.0
8825,47.0,200.0,0.0,6.0,200.0,2.0,200.0
8826,46.0,700.0,0.0,6.0,700.0,2.0,700.0
8827,48.0,400.0,0.0,2.0,400.0,2.0,400.0
8828,57.0,500.0,0.0,2.0,400.0,2.0,400.0
8829,43.0,600.0,0.0,6.0,650.0,2.0,600.0
8830,19.0,200.0,1.0,2.0,200.0,2.0,200.0
8831,38.0,350.0,0.0,6.0,400.0,2.0,350.0
8832,58.0,450.0,0.0,6.0,550.0,2.0,500.0
8833,70.0,200.0,0.0,6.0,250.0,2.0,200.0
8834,26.0,350.0,0.0,4.0,450.0,2.0,400.0
8835,48.0,200.0,1.0,3.0,200.0,2.0,200.0
8836,46.0,450.0,1.0,4.0,450.0,2.0,450.0
8837,31.0,250.0,0.0,2.0,250.0,2.0,200.0
8838,37.0,300.0,0.0,6.0,400.0,2.0,350.0
8839,46.0,200.0,1.0,2.0,200.0,2.0,200.0
8840,46.0,400.0,0.0,2.0,500.0,2.0,400.0
8841,27.0,400.0,0.0,7.0,350.0,2.0,300.0
8842,28.0,200.0,1.0,4.0,350.0,2.0,300.0
8843,24.0,250.0,0.0,6.0,300.0,2.0,250.0
8844,38.0,350.0,0.0,2.0,350.0,2.0,350.0
8845,47.0,250.0,1.0,3.0,450.0,2.0,400.0
8846,43.0,200.0,1.0,2.0,250.0,2.0,200.0
8847,47.0,400.0,1.0,6.0,350.0,2.0,300.0
8848,44.0,550.0,0.0,6.0,500.0,2.0,500.0
8849,51.0,550.0,0.0,4.0,450.0,2.0,400.0
8850,30.0,250.0,0.0,4.0,250.0,2.0,200.0
8851,25.0,400.0,0.0,6.0,350.0,2.0,300.0
8852,35.0,450.0,0.0,7.0,450.0,2.0,250.0
8853,39.0,400.0,0.0,2.0,350.0,2.0,300.0
8854,55.0,450.0,0.0,6.0,450.0,2.0,400.0
8855,30.0,450.0,1.0,2.0,450.0,2.0,400.0
8856,40.0,450.0,0.0,2.0,450.0,2.0,400.0
8857,43.0,350.0,0.0,4.0,350.0,2.0,350.0
8858,45.0,200.0,0.0,4.0,400.0,2.0,400.0
8859,38.0,350.0,0.0,6.0,400.0,2.0,350.0
8860,31.0,200.0,0.0,2.0,300.0,2.0,200.0
8861,38.0,200.0,1.0,4.0,550.0,2.0,450.0
8862,48.0,250.0,1.0,2.0,450.0,2.0,400.0
8863,37.0,550.0,0.0,6.0,550.0,2.0,550.0
8864,39.0,300.0,1.0,2.0,350.0,2.0,300.0
8865,40.0,900.0,0.0,6.0,550.0,2.0,550.0
8866,44.0,350.0,0.0,4.0,400.0,2.0,400.0
8867,37.0,200.0,1.0,3.0,300.0,2.0,200.0
8868,41.0,500.0,0.0,6.0,750.0,2.0,700.0
8869,23.0,250.0,0.0,6.0,300.0,2.0,200.0
8870,29.0,300.0,0.0,6.0,300.0,2.0,200.0
8871,46.0,600.0,0.0,6.0,900.0,2.0,900.0
8872,41.0,500.0,0.0,6.0,600.0,2.0,500.0
8873,42.0,350.0,0.0,6.0,400.0,2.0,400.0
8874,44.0,250.0,1.0,3.0,250.0,2.0,200.0
8875,24.0,300.0,0.0,6.0,350.0,2.0,300.0
8876,27.0,400.0,1.0,6.0,400.0,2.0,350.0
8877,67.0,900.0,0.0,6.0,600.0,2.0,550.0
8878,47.0,700.0,0.0,2.0,550.0,2.0,500.0
8879,44.0,450.0,0.0,2.0,500.0,2.0,500.0
8880,45.0,750.0,0.0,7.0,550.0,2.0,750.0
8881,47.0,400.0,0.0,2.0,350.0,2.0,300.0
8882,36.0,550.0,0.0,4.0,550.0,2.0,550.0
8883,39.0,500.0,0.0,6.0,500.0,2.0,500.0
8884,42.0,550.0,0.0,2.0,450.0,2.0,400.0
8885,45.0,650.0,0.0,4.0,600.0,2.0,600.0
8886,33.0,250.0,0.0,7.0,250.0,2.0,200.0
8887,48.0,800.0,0.0,6.0,800.0,2.0,800.0
8888,24.0,200.0,0.0,6.0,300.0,2.0,250.0
8889,39.0,400.0,0.0,6.0,400.0,2.0,400.0
8890,39.0,750.0,0.0,6.0,450.0,2.0,400.0
8891,46.0,450.0,0.0,4.0,450.0,2.0,400.0
8892,27.0,350.0,0.0,4.0,350.0,2.0,300.0
8893,35.0,300.0,0.0,2.0,350.0,2.0,300.0
8894,43.0,300.0,0.0,2.0,400.0,2.0,400.0
8895,32.0,200.0,0.0,6.0,350.0,2.0,300.0
8896,41.0,450.0,0.0,6.0,400.0,2.0,400.0
8897,29.0,300.0,0.0,2.0,450.0,2.0,400.0
8898,50.0,500.0,0.0,6.0,450.0,2.0,400.0
8899,47.0,350.0,0.0,2.0,300.0,2.0,250.0
8900,26.0,200.0,0.0,2.0,450.0,2.0,400.0
8901,23.0,250.0,0.0,5.0,350.0,2.0,300.0
8902,40.0,550.0,0.0,6.0,550.0,2.0,550.0
8903,41.0,350.0,1.0,6.0,400.0,2.0,300.0
8904,29.0,250.0,0.0,4.0,300.0,2.0,200.0
8905,34.0,450.0,1.0,3.0,550.0,2.0,400.0
8906,41.0,400.0,0.0,2.0,450.0,2.0,400.0
8907,38.0,450.0,1.0,6.0,500.0,2.0,450.0
8908,50.0,400.0,0.0,6.0,500.0,2.0,500.0
8909,40.0,300.0,1.0,4.0,200.0,2.0,200.0
8910,26.0,300.0,1.0,6.0,450.0,2.0,400.0
8911,28.0,350.0,0.0,6.0,400.0,2.0,350.0
8912,45.0,300.0,0.0,6.0,500.0,2.0,500.0
8913,33.0,400.0,0.0,6.0,400.0,2.0,350.0
8914,26.0,300.0,0.0,6.0,350.0,2.0,300.0
8915,25.0,200.0,1.0,2.0,450.0,2.0,200.0
8916,28.0,250.0,0.0,6.0,300.0,2.0,200.0
8917,32.0,550.0,1.0,7.0,550.0,2.0,450.0
8918,42.0,400.0,0.0,6.0,450.0,2.0,400.0
